@relation 'fullCSV.arff_fullCSV.arff-weka.filters.unsupervised.attribute.Remove-V-R20,21,22_principal components-weka.filters.unsupervised.attribute.PrincipalComponents-R0.95-A5-M-1-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0-weka.filters.unsupervised.instance.RemoveWithValues-S4.0-C4-Lfirst-last-V_clustered'

@attribute Instance_number numeric
@attribute DayOfWeek numeric
@attribute TimeOfDay numeric
@attribute HourSinceStart numeric
@attribute DaySinceStart numeric
@attribute ScaledTime numeric
@attribute IP_Address string
@attribute IP_AsRank numeric
@attribute IP_AsScaledRank numeric
@attribute IP_AsAttackCount numeric
@attribute IP_AsRandomInt numeric
@attribute Port numeric
@attribute PortNormalised numeric
@attribute Uname string
@attribute UName_AsRank numeric
@attribute Uname_AsScaledRank numeric
@attribute UName_AsCount numeric
@attribute UName_AsRandomInt numeric
@attribute Country string
@attribute City string
@attribute Loc_X numeric
@attribute Loc_Y numeric
@attribute Loc_Z numeric
@attribute 0.743Loc_Y+0.643Loc_X-0.186Loc_Z numeric
@attribute 0.857Loc_Z+0.476Loc_X-0.198Loc_Y numeric
@attribute '-0.639Loc_Y+0.6  Loc_X-0.481Loc_Z' numeric
@attribute Cluster {cluster0,cluster1,cluster2,cluster3,cluster4,cluster5,cluster6,cluster7,cluster8,cluster9,cluster10,cluster11,cluster12,cluster13,cluster14,cluster15,cluster16,cluster17,cluster18,cluster19}

@data
5550,6,1,81,3,0.090514,139.59.103.228,0.023383,0.877391,0.041154,0.815829,49628,0.753905,jitui,0.207407,0.948658,0.000093,0.121047,Singapore,Singapore,0.361225,0.474181,0.978053,0.319454,0.789187,0.246912,cluster1
5551,6,1,81,3,0.090537,182.252.0.145,0.033333,0.888965,0.027359,0.980587,57881,0.881932,csgo,0.039012,0.894126,0.000429,0.38834,Korea_Republic_of,Seongnam,0.546657,0.980979,0.372046,0.896003,0.318478,0.266568,cluster1
5552,6,1,81,3,0.090537,182.252.0.145,0.033333,0.888965,0.027359,0.980587,57881,0.881932,csgo,0.039012,0.894126,0.000429,0.38834,Korea_Republic_of,Seongnam,0.546657,0.980979,0.372046,0.896003,0.318478,0.266568,cluster1
5553,6,1,81,3,0.090538,182.252.0.145,0.033333,0.888965,0.027359,0.980587,57881,0.881932,csgo,0.039012,0.894126,0.000429,0.38834,Korea_Republic_of,Seongnam,0.546657,0.980979,0.372046,0.896003,0.318478,0.266568,cluster1
5554,6,1,81,3,0.090556,116.31.116.5,0.00199,0.796956,0.146798,0.025386,40727,0.615826,root,0,0,1,0.093379,China,Shenzhen,0.281502,0.131181,0.243508,0.117732,0.25498,0.688876,cluster0
5555,6,1,81,3,0.090563,177.23.150.42,0.01592,0.864841,0.06449,0.639622,8163,0.110668,woozie,0.708148,0.988737,0,0.648221,Brazil,None,0.25819,0.268741,0.870301,0.115242,0.690938,0.351547,cluster3
5556,6,1,81,3,0.090582,139.59.103.228,0.023383,0.877391,0.041154,0.815829,36758,0.554256,jinzhi,0.122963,0.931595,0.000168,0.716403,Singapore,Singapore,0.361225,0.474181,0.978053,0.319454,0.789187,0.246912,cluster1
5557,6,1,81,3,0.090597,112.72.64.51,0.032338,0.887976,0.028394,0.988552,53823,0.818981,mysql,0.00642,0.835231,0.002255,0.030632,Vietnam,Hanoi,0.335643,0.736846,0.907153,0.501749,0.657686,0.085858,cluster1
5558,6,1,81,3,0.090603,42.159.237.20,0.10398,0.926104,0.001954,0.73768,1048,0.000295,apache,0.012346,0.856574,0.001379,0.419466,China,Shanghai,0.297851,0.920214,0.320173,0.689216,0.140041,0.159619,cluster1
5559,6,1,81,3,0.090604,128.199.214.237,0.055721,0.905739,0.007127,0.411648,59234,0.902921,ubuntu,0.003951,0.819385,0.003765,0.399704,Singapore,Singapore,0.361225,0.474181,0.978053,0.319454,0.789187,0.246912,cluster1
5560,6,1,81,3,0.09064,218.65.30.210,0.027861,0.88311,0.034487,0.825286,26107,0.389029,root,0,0,1,0.093379,China,Nanchang,0.95894,0.355198,0.364784,0.725879,0.711799,0.949497,cluster0
5561,6,1,81,3,0.09065,139.59.103.228,0.023383,0.877391,0.041154,0.815829,52132,0.792749,xin,0.130864,0.933628,0.000149,0.458498,Singapore,Singapore,0.361225,0.474181,0.978053,0.319454,0.789187,0.246912,cluster1
5562,6,1,81,3,0.090667,116.31.116.5,0.00199,0.796956,0.146798,0.025386,42071,0.636675,root,0,0,1,0.093379,China,Shenzhen,0.281502,0.131181,0.243508,0.117732,0.25498,0.688876,cluster0
5563,6,1,81,3,0.090673,218.65.30.210,0.027861,0.88311,0.034487,0.825286,42431,0.64226,root,0,0,1,0.093379,China,Nanchang,0.95894,0.355198,0.364784,0.725879,0.711799,0.949497,cluster0
5564,6,1,81,3,0.090674,112.72.64.51,0.032338,0.887976,0.028394,0.988552,54673,0.832167,deployer,0.077531,0.916542,0.000242,0.54496,Vietnam,Hanoi,0.335643,0.736846,0.907153,0.501749,0.657686,0.085858,cluster1
5565,6,1,81,3,0.090689,182.252.0.145,0.033333,0.888965,0.027359,0.980587,37471,0.565317,csgo,0.039012,0.894126,0.000429,0.38834,Korea_Republic_of,Seongnam,0.546657,0.980979,0.372046,0.896003,0.318478,0.266568,cluster1
5566,6,1,81,3,0.090705,218.65.30.210,0.027861,0.88311,0.034487,0.825286,56388,0.858772,root,0,0,1,0.093379,China,Nanchang,0.95894,0.355198,0.364784,0.725879,0.711799,0.949497,cluster0
5567,6,1,81,3,0.090726,116.31.116.5,0.00199,0.796956,0.146798,0.025386,24876,0.369933,root,0,0,1,0.093379,China,Shenzhen,0.281502,0.131181,0.243508,0.117732,0.25498,0.688876,cluster0
5568,6,1,81,3,0.090734,183.93.254.80,0.99204,0.999739,0,0.9333,43263,0.655167,root,0,0,1,0.093379,China,Wuhan,0.629175,0.810071,0.130877,0.861844,0.223377,0.521823,cluster0
5569,6,1,81,3,0.090749,112.72.64.51,0.032338,0.887976,0.028394,0.988552,39875,0.602609,at,0.110123,0.927996,0.000186,0.526186,Vietnam,Hanoi,0.335643,0.736846,0.907153,0.501749,0.657686,0.085858,cluster1
5570,6,1,81,3,0.090753,116.31.116.5,0.00199,0.796956,0.146798,0.025386,52196,0.793742,root,0,0,1,0.093379,China,Shenzhen,0.281502,0.131181,0.243508,0.117732,0.25498,0.688876,cluster0
5571,6,1,81,3,0.090769,218.65.30.210,0.027861,0.88311,0.034487,0.825286,43915,0.665281,root,0,0,1,0.093379,China,Nanchang,0.95894,0.355198,0.364784,0.725879,0.711799,0.949497,cluster0
5572,6,1,81,3,0.090779,116.31.116.5,0.00199,0.796956,0.146798,0.025386,20643,0.304268,root,0,0,1,0.093379,China,Shenzhen,0.281502,0.131181,0.243508,0.117732,0.25498,0.688876,cluster0
5573,6,1,81,3,0.09078,177.23.150.42,0.01592,0.864841,0.06449,0.639622,54307,0.82649,worker,0.413333,0.971164,0.000037,0.953557,Brazil,None,0.25819,0.268741,0.870301,0.115242,0.690938,0.351547,cluster3
5574,6,1,81,3,0.0908,218.65.30.210,0.027861,0.88311,0.034487,0.825286,63267,0.965484,root,0,0,1,0.093379,China,Nanchang,0.95894,0.355198,0.364784,0.725879,0.711799,0.949497,cluster0
5575,6,1,81,3,0.090834,218.65.30.210,0.027861,0.88311,0.034487,0.825286,15326,0.221786,root,0,0,1,0.093379,China,Nanchang,0.95894,0.355198,0.364784,0.725879,0.711799,0.949497,cluster0
5576,6,1,82,3,0.090846,128.199.214.237,0.055721,0.905739,0.007127,0.411648,36672,0.552922,ubuntu,0.003951,0.819385,0.003765,0.399704,Singapore,Singapore,0.361225,0.474181,0.978053,0.319454,0.789187,0.246912,cluster1
5577,6,1,82,3,0.090854,139.59.103.228,0.023383,0.877391,0.041154,0.815829,41768,0.631975,xjie,0.238025,0.953152,0.000075,0.523715,Singapore,Singapore,0.361225,0.474181,0.978053,0.319454,0.789187,0.246912,cluster1
5578,6,1,82,3,0.090874,177.23.150.42,0.01592,0.864841,0.06449,0.639622,7585,0.101702,workpress,0.875556,0.995663,0,0.104249,Brazil,None,0.25819,0.268741,0.870301,0.115242,0.690938,0.351547,cluster3
5579,6,2,82,3,0.090922,139.59.103.228,0.023383,0.877391,0.041154,0.815829,57134,0.870344,zmqi,0.167901,0.941762,0.000112,0.714921,Singapore,Singapore,0.361225,0.474181,0.978053,0.319454,0.789187,0.246912,cluster1
5580,6,2,82,3,0.09095,182.252.0.145,0.033333,0.888965,0.027359,0.980587,42208,0.638801,minecraft,0.007901,0.842008,0.002031,0.050395,Korea_Republic_of,Seongnam,0.546657,0.980979,0.372046,0.896003,0.318478,0.266568,cluster1
5581,6,2,82,3,0.090951,182.252.0.145,0.033333,0.888965,0.027359,0.980587,42208,0.638801,minecraft,0.007901,0.842008,0.002031,0.050395,Korea_Republic_of,Seongnam,0.546657,0.980979,0.372046,0.896003,0.318478,0.266568,cluster1
5582,6,2,82,3,0.090951,182.252.0.145,0.033333,0.888965,0.027359,0.980587,42208,0.638801,minecraft,0.007901,0.842008,0.002031,0.050395,Korea_Republic_of,Seongnam,0.546657,0.980979,0.372046,0.896003,0.318478,0.266568,cluster1
5583,6,2,82,3,0.090973,112.72.64.51,0.032338,0.887976,0.028394,0.988552,39463,0.596218,zabbix,0.019259,0.871088,0.000913,0.578557,Vietnam,Hanoi,0.335643,0.736846,0.907153,0.501749,0.657686,0.085858,cluster1
5584,6,2,82,3,0.09099,139.59.103.228,0.023383,0.877391,0.041154,0.815829,44268,0.670757,lzhen,0.17679,0.943445,0.000112,0.573617,Singapore,Singapore,0.361225,0.474181,0.978053,0.319454,0.789187,0.246912,cluster1
5585,6,2,82,3,0.091047,112.72.64.51,0.032338,0.887976,0.028394,0.988552,60324,0.91983,roger,0.221728,0.950837,0.000093,0.441206,Vietnam,Hanoi,0.335643,0.736846,0.907153,0.501749,0.657686,0.085858,cluster1
5586,6,2,82,3,0.091089,128.199.214.237,0.055721,0.905739,0.007127,0.411648,42299,0.640212,ubuntu,0.003951,0.819385,0.003765,0.399704,Singapore,Singapore,0.361225,0.474181,0.978053,0.319454,0.789187,0.246912,cluster1
5587,6,2,82,3,0.091102,182.252.0.145,0.033333,0.888965,0.027359,0.980587,58533,0.892047,minecraft,0.007901,0.842008,0.002031,0.050395,Korea_Republic_of,Seongnam,0.546657,0.980979,0.372046,0.896003,0.318478,0.266568,cluster1
5588,6,2,82,3,0.091103,182.252.0.145,0.033333,0.888965,0.027359,0.980587,58533,0.892047,minecraft,0.007901,0.842008,0.002031,0.050395,Korea_Republic_of,Seongnam,0.546657,0.980979,0.372046,0.896003,0.318478,0.266568,cluster1
5589,6,2,82,3,0.091104,182.252.0.145,0.033333,0.888965,0.027359,0.980587,58533,0.892047,minecraft,0.007901,0.842008,0.002031,0.050395,Korea_Republic_of,Seongnam,0.546657,0.980979,0.372046,0.896003,0.318478,0.266568,cluster1
5590,6,2,82,3,0.091121,112.72.64.51,0.032338,0.887976,0.028394,0.988552,51680,0.785738,daemon,0.040988,0.895739,0.000429,0.994565,Vietnam,Hanoi,0.335643,0.736846,0.907153,0.501749,0.657686,0.085858,cluster1
5591,6,2,82,3,0.091136,116.31.116.5,0.00199,0.796956,0.146798,0.025386,61543,0.93874,root,0,0,1,0.093379,China,Shenzhen,0.281502,0.131181,0.243508,0.117732,0.25498,0.688876,cluster0
5592,6,2,82,3,0.091145,177.23.150.42,0.01592,0.864841,0.06449,0.639622,58562,0.892496,wp,0.025185,0.879843,0.00069,0.295949,Brazil,None,0.25819,0.268741,0.870301,0.115242,0.690938,0.351547,cluster3
5593,6,2,82,3,0.091145,177.23.150.42,0.01592,0.864841,0.06449,0.639622,58562,0.892496,wp,0.025185,0.879843,0.00069,0.295949,Brazil,None,0.25819,0.268741,0.870301,0.115242,0.690938,0.351547,cluster3
5594,6,2,82,3,0.091146,177.23.150.42,0.01592,0.864841,0.06449,0.639622,58562,0.892496,wp,0.025185,0.879843,0.00069,0.295949,Brazil,None,0.25819,0.268741,0.870301,0.115242,0.690938,0.351547,cluster3
5595,6,2,82,3,0.09116,116.31.116.5,0.00199,0.796956,0.146798,0.025386,28272,0.422615,root,0,0,1,0.093379,China,Shenzhen,0.281502,0.131181,0.243508,0.117732,0.25498,0.688876,cluster0
5596,6,2,82,3,0.091186,116.31.116.5,0.00199,0.796956,0.146798,0.025386,48879,0.742286,root,0,0,1,0.093379,China,Shenzhen,0.281502,0.131181,0.243508,0.117732,0.25498,0.688876,cluster0
5597,6,2,82,3,0.091194,139.59.103.228,0.023383,0.877391,0.041154,0.815829,33904,0.509982,cyliang,0.168395,0.941857,0.000112,0.371542,Singapore,Singapore,0.361225,0.474181,0.978053,0.319454,0.789187,0.246912,cluster1
5598,6,2,82,3,0.091194,112.72.64.51,0.032338,0.887976,0.028394,0.988552,50354,0.765168,news,0.123457,0.931726,0.000168,0.295455,Vietnam,Hanoi,0.335643,0.736846,0.907153,0.501749,0.657686,0.085858,cluster1
5599,6,2,82,3,0.091211,218.65.30.210,0.027861,0.88311,0.034487,0.825286,58306,0.888525,root,0,0,1,0.093379,China,Nanchang,0.95894,0.355198,0.364784,0.725879,0.711799,0.949497,cluster0
5600,6,2,82,3,0.09125,218.65.30.210,0.027861,0.88311,0.034487,0.825286,49081,0.74542,root,0,0,1,0.093379,China,Nanchang,0.95894,0.355198,0.364784,0.725879,0.711799,0.949497,cluster0
5601,6,2,82,3,0.091262,116.31.116.5,0.00199,0.796956,0.146798,0.025386,46004,0.697687,root,0,0,1,0.093379,China,Shenzhen,0.281502,0.131181,0.243508,0.117732,0.25498,0.688876,cluster0
5602,6,2,82,3,0.091279,177.23.150.42,0.01592,0.864841,0.06449,0.639622,51745,0.786746,wp,0.025185,0.879843,0.00069,0.295949,Brazil,None,0.25819,0.268741,0.870301,0.115242,0.690938,0.351547,cluster3
5603,6,2,82,3,0.09128,218.65.30.210,0.027861,0.88311,0.034487,0.825286,51994,0.790609,root,0,0,1,0.093379,China,Nanchang,0.95894,0.355198,0.364784,0.725879,0.711799,0.949497,cluster0
5604,6,2,82,3,0.09129,116.31.116.5,0.00199,0.796956,0.146798,0.025386,38385,0.579495,root,0,0,1,0.093379,China,Shenzhen,0.281502,0.131181,0.243508,0.117732,0.25498,0.688876,cluster0
5605,6,2,82,3,0.091311,116.31.116.5,0.00199,0.796956,0.146798,0.025386,41896,0.633961,root,0,0,1,0.093379,China,Shenzhen,0.281502,0.131181,0.243508,0.117732,0.25498,0.688876,cluster0
5606,6,2,82,3,0.091322,218.65.30.210,0.027861,0.88311,0.034487,0.825286,62645,0.955835,root,0,0,1,0.093379,China,Nanchang,0.95894,0.355198,0.364784,0.725879,0.711799,0.949497,cluster0
5607,6,2,82,3,0.091327,42.159.237.20,0.10398,0.926104,0.001954,0.73768,1048,0.000295,demo,0.014321,0.861418,0.001137,0.460474,China,Shanghai,0.297851,0.920214,0.320173,0.689216,0.140041,0.159619,cluster1
5608,6,2,82,3,0.091328,128.199.214.237,0.055721,0.905739,0.007127,0.411648,47531,0.721375,ubuntu,0.003951,0.819385,0.003765,0.399704,Singapore,Singapore,0.361225,0.474181,0.978053,0.319454,0.789187,0.246912,cluster1
5609,6,2,82,3,0.091344,218.65.30.210,0.027861,0.88311,0.034487,0.825286,48245,0.732451,root,0,0,1,0.093379,China,Nanchang,0.95894,0.355198,0.364784,0.725879,0.711799,0.949497,cluster0
5610,6,2,82,3,0.091385,218.65.30.210,0.027861,0.88311,0.034487,0.825286,18127,0.265237,root,0,0,1,0.093379,China,Nanchang,0.95894,0.355198,0.364784,0.725879,0.711799,0.949497,cluster0
5611,6,2,82,3,0.09139,182.252.0.145,0.033333,0.888965,0.027359,0.980587,35063,0.527962,minecraft,0.007901,0.842008,0.002031,0.050395,Korea_Republic_of,Seongnam,0.546657,0.980979,0.372046,0.896003,0.318478,0.266568,cluster1
5612,6,2,82,3,0.091391,182.252.0.145,0.033333,0.888965,0.027359,0.980587,35063,0.527962,minecraft,0.007901,0.842008,0.002031,0.050395,Korea_Republic_of,Seongnam,0.546657,0.980979,0.372046,0.896003,0.318478,0.266568,cluster1
5613,6,2,82,3,0.091423,112.72.64.51,0.032338,0.887976,0.028394,0.988552,58081,0.885035,man,0.147654,0.937567,0.000149,0.65415,Vietnam,Hanoi,0.335643,0.736846,0.907153,0.501749,0.657686,0.085858,cluster1
5614,6,2,82,3,0.091475,42.159.237.20,0.10398,0.926104,0.001954,0.73768,1048,0.000295,demo,0.014321,0.861418,0.001137,0.460474,China,Shanghai,0.297851,0.920214,0.320173,0.689216,0.140041,0.159619,cluster1
5615,6,2,82,3,0.091498,112.72.64.51,0.032338,0.887976,0.028394,0.988552,49713,0.755224,svncode,0.208889,0.948891,0.000093,0.443676,Vietnam,Hanoi,0.335643,0.736846,0.907153,0.501749,0.657686,0.085858,cluster1
5616,6,2,82,3,0.091507,116.31.116.5,0.00199,0.796956,0.146798,0.025386,41315,0.624948,root,0,0,1,0.093379,China,Shenzhen,0.281502,0.131181,0.243508,0.117732,0.25498,0.688876,cluster0
5617,6,2,82,3,0.091519,177.23.150.42,0.01592,0.864841,0.06449,0.639622,26818,0.400059,www-data,0.048395,0.901161,0.000354,0.064229,Brazil,None,0.25819,0.268741,0.870301,0.115242,0.690938,0.351547,cluster3
5618,6,2,82,3,0.091532,116.31.116.5,0.00199,0.796956,0.146798,0.025386,61389,0.936351,root,0,0,1,0.093379,China,Shenzhen,0.281502,0.131181,0.243508,0.117732,0.25498,0.688876,cluster0
5619,6,2,82,3,0.091556,116.31.116.5,0.00199,0.796956,0.146798,0.025386,44596,0.675845,root,0,0,1,0.093379,China,Shenzhen,0.281502,0.131181,0.243508,0.117732,0.25498,0.688876,cluster0
5620,6,2,82,3,0.091572,112.72.64.51,0.032338,0.887976,0.028394,0.988552,49496,0.751858,jenkins,0.018272,0.86937,0.00095,0.627964,Vietnam,Hanoi,0.335643,0.736846,0.907153,0.501749,0.657686,0.085858,cluster1
5621,6,2,82,3,0.091581,116.31.116.5,0.00199,0.796956,0.146798,0.025386,18231,0.266851,root,0,0,1,0.093379,China,Shenzhen,0.281502,0.131181,0.243508,0.117732,0.25498,0.688876,cluster0
5622,6,2,82,3,0.091583,218.65.30.210,0.027861,0.88311,0.034487,0.825286,58469,0.891054,root,0,0,1,0.093379,China,Nanchang,0.95894,0.355198,0.364784,0.725879,0.711799,0.949497,cluster0
5623,6,2,82,3,0.091607,116.31.116.5,0.00199,0.796956,0.146798,0.025386,45729,0.693421,root,0,0,1,0.093379,China,Shenzhen,0.281502,0.131181,0.243508,0.117732,0.25498,0.688876,cluster0
5624,6,2,82,3,0.091617,218.65.30.210,0.027861,0.88311,0.034487,0.825286,10668,0.149528,root,0,0,1,0.093379,China,Nanchang,0.95894,0.355198,0.364784,0.725879,0.711799,0.949497,cluster0
5625,6,2,82,3,0.09163,116.31.116.5,0.00199,0.796956,0.146798,0.025386,25526,0.380016,root,0,0,1,0.093379,China,Shenzhen,0.281502,0.131181,0.243508,0.117732,0.25498,0.688876,cluster0
5626,6,2,82,3,0.091649,218.65.30.210,0.027861,0.88311,0.034487,0.825286,59400,0.905496,root,0,0,1,0.093379,China,Nanchang,0.95894,0.355198,0.364784,0.725879,0.711799,0.949497,cluster0
5627,6,2,82,3,0.09165,112.72.64.51,0.032338,0.887976,0.028394,0.988552,46379,0.703504,uucp,0.02321,0.877178,0.000708,0.991601,Vietnam,Hanoi,0.335643,0.736846,0.907153,0.501749,0.657686,0.085858,cluster1
5628,6,2,82,3,0.091653,93.186.202.197,0.922388,0.997363,0,0.562469,50722,0.770876,root,0,0,1,0.093379,Germany,None,0.244156,0.483033,0.927812,0.252793,0.676619,0.181896,cluster0
5629,6,2,82,3,0.091675,218.65.30.210,0.027861,0.88311,0.034487,0.825286,52588,0.799823,root,0,0,1,0.093379,China,Nanchang,0.95894,0.355198,0.364784,0.725879,0.711799,0.949497,cluster0
5630,6,2,82,3,0.091679,177.23.150.42,0.01592,0.864841,0.06449,0.639622,14593,0.210415,www-data,0.048395,0.901161,0.000354,0.064229,Brazil,None,0.25819,0.268741,0.870301,0.115242,0.690938,0.351547,cluster3
5631,6,2,82,3,0.091694,218.65.30.210,0.027861,0.88311,0.034487,0.825286,51194,0.778198,root,0,0,1,0.093379,China,Nanchang,0.95894,0.355198,0.364784,0.725879,0.711799,0.949497,cluster0
5632,6,2,82,3,0.091715,218.65.30.210,0.027861,0.88311,0.034487,0.825286,40448,0.611498,root,0,0,1,0.093379,China,Nanchang,0.95894,0.355198,0.364784,0.725879,0.711799,0.949497,cluster0
5633,6,2,82,3,0.091726,86.126.67.201,0.847761,0.994608,0,0.449975,49536,0.752478,postgres,0.004444,0.82323,0.003317,0.979743,Romania,Ictar,0.600786,0.466102,0.986924,0.476026,0.944909,0.40831,cluster1
5634,6,2,82,3,0.091814,86.126.67.218,0.993532,0.999788,0,0.27775,46794,0.709942,postgres,0.004444,0.82323,0.003317,0.979743,Romania,Ictar,0.600786,0.466102,0.986924,0.476026,0.944909,0.40831,cluster1
5635,6,2,82,3,0.091827,116.31.116.5,0.00199,0.796956,0.146798,0.025386,58573,0.892667,root,0,0,1,0.093379,China,Shenzhen,0.281502,0.131181,0.243508,0.117732,0.25498,0.688876,cluster0
5636,6,2,82,3,0.091852,116.31.116.5,0.00199,0.796956,0.146798,0.025386,43358,0.65664,root,0,0,1,0.093379,China,Shenzhen,0.281502,0.131181,0.243508,0.117732,0.25498,0.688876,cluster0
5637,6,2,82,3,0.091858,94.50.159.124,0.735821,0.989985,0,0.221005,42855,0.648837,root,0,0,1,0.093379,Russian_Federation,Yekaterinburg,0.182038,0.139117,0.636157,0.001605,0.494246,0.471813,cluster0
5638,6,2,82,3,0.091873,112.72.64.51,0.032338,0.887976,0.028394,0.988552,35083,0.528272,oracle,0.000988,0.77414,0.007958,0.620059,Vietnam,Hanoi,0.335643,0.736846,0.907153,0.501749,0.657686,0.085858,cluster1
5639,6,2,82,3,0.091877,116.31.116.5,0.00199,0.796956,0.146798,0.025386,17719,0.258908,root,0,0,1,0.093379,China,Shenzhen,0.281502,0.131181,0.243508,0.117732,0.25498,0.688876,cluster0
5640,6,2,82,3,0.091903,116.31.116.5,0.00199,0.796956,0.146798,0.025386,11694,0.165444,root,0,0,1,0.093379,China,Shenzhen,0.281502,0.131181,0.243508,0.117732,0.25498,0.688876,cluster0
5641,6,2,82,3,0.091909,86.126.67.196,0.679104,0.987367,0,0.426083,44044,0.667282,oracle,0.000988,0.77414,0.007958,0.620059,Romania,Ictar,0.600786,0.466102,0.986924,0.476026,0.944909,0.40831,cluster1
5642,6,2,82,3,0.091919,177.23.150.42,0.01592,0.864841,0.06449,0.639622,3329,0.035679,wwwrun,0.206914,0.94858,0.000093,0.458992,Brazil,None,0.25819,0.268741,0.870301,0.115242,0.690938,0.351547,cluster3
5643,6,2,82,3,0.091926,116.31.116.5,0.00199,0.796956,0.146798,0.025386,58156,0.886198,root,0,0,1,0.093379,China,Shenzhen,0.281502,0.131181,0.243508,0.117732,0.25498,0.688876,cluster0
5644,6,2,82,3,0.09195,112.72.64.51,0.032338,0.887976,0.028394,0.988552,35778,0.539053,zbomc_client,0.297778,0.960462,0.000056,0.986166,Vietnam,Hanoi,0.335643,0.736846,0.907153,0.501749,0.657686,0.085858,cluster1
5645,6,2,83,3,0.091989,86.126.67.158,0.503483,0.977598,0.000115,0.451468,41298,0.624684,nagios,0.005432,0.829779,0.002851,0.232708,Romania,Ictar,0.600786,0.466102,0.986924,0.476026,0.944909,0.40831,cluster1
5646,6,2,83,3,0.091989,218.65.30.210,0.027861,0.88311,0.034487,0.825286,22683,0.335914,root,0,0,1,0.093379,China,Nanchang,0.95894,0.355198,0.364784,0.725879,0.711799,0.949497,cluster0
5647,6,2,83,3,0.092013,177.23.150.42,0.01592,0.864841,0.06449,0.639622,15329,0.221833,xbmc,0.100741,0.925089,0.000186,0.36166,Brazil,None,0.25819,0.268741,0.870301,0.115242,0.690938,0.351547,cluster3
5648,6,3,83,3,0.092075,86.126.67.184,0.866169,0.99531,0,0.394226,38570,0.582365,root,0,0,1,0.093379,Romania,Ictar,0.600786,0.466102,0.986924,0.476026,0.944909,0.40831,cluster0
5649,6,3,83,3,0.092108,177.23.150.42,0.01592,0.864841,0.06449,0.639622,43809,0.663637,xmlbeans,0.802963,0.992838,0,0.580534,Brazil,None,0.25819,0.268741,0.870301,0.115242,0.690938,0.351547,cluster3
5650,6,3,83,3,0.092116,183.159.55.117,0.364677,0.967069,0.00046,0.647088,57855,0.881529,root,0,0,1,0.093379,China,Hangzhou,0.654408,0.653018,0.051239,0.776394,0.214195,0.670021,cluster0
5651,6,3,83,3,0.092117,183.159.55.117,0.364677,0.967069,0.00046,0.647088,57798,0.880645,root,0,0,1,0.093379,China,Hangzhou,0.654408,0.653018,0.051239,0.776394,0.214195,0.670021,cluster0
5652,6,3,83,3,0.092118,183.159.55.117,0.364677,0.967069,0.00046,0.647088,57789,0.880505,root,0,0,1,0.093379,China,Hangzhou,0.654408,0.653018,0.051239,0.776394,0.214195,0.670021,cluster0
5653,6,3,83,3,0.092119,183.159.55.117,0.364677,0.967069,0.00046,0.647088,57811,0.880846,root,0,0,1,0.093379,China,Hangzhou,0.654408,0.653018,0.051239,0.776394,0.214195,0.670021,cluster0
5654,6,3,83,3,0.092127,183.159.55.117,0.364677,0.967069,0.00046,0.647088,57789,0.880505,root,0,0,1,0.093379,China,Hangzhou,0.654408,0.653018,0.051239,0.776394,0.214195,0.670021,cluster0
5655,6,3,83,3,0.092148,86.126.67.245,0.728856,0.989675,0,0.839223,35818,0.539674,root,0,0,1,0.093379,Romania,Ictar,0.600786,0.466102,0.986924,0.476026,0.944909,0.40831,cluster0
5656,6,3,83,3,0.092224,86.126.67.158,0.503483,0.977598,0.000115,0.451468,33078,0.497169,root,0,0,1,0.093379,Romania,Ictar,0.600786,0.466102,0.986924,0.476026,0.944909,0.40831,cluster0
5657,6,3,83,3,0.092238,116.31.116.5,0.00199,0.796956,0.146798,0.025386,25093,0.373299,root,0,0,1,0.093379,China,Shenzhen,0.281502,0.131181,0.243508,0.117732,0.25498,0.688876,cluster0
5658,6,3,83,3,0.092239,116.31.116.5,0.00199,0.796956,0.146798,0.025386,25093,0.373299,root,0,0,1,0.093379,China,Shenzhen,0.281502,0.131181,0.243508,0.117732,0.25498,0.688876,cluster0
5659,6,3,83,3,0.092286,116.31.116.5,0.00199,0.796956,0.146798,0.025386,37411,0.564386,root,0,0,1,0.093379,China,Shenzhen,0.281502,0.131181,0.243508,0.117732,0.25498,0.688876,cluster0
5660,6,3,83,3,0.092293,177.23.150.42,0.01592,0.864841,0.06449,0.639622,15329,0.221833,yan,0.656296,0.986255,0,0.108202,Brazil,None,0.25819,0.268741,0.870301,0.115242,0.690938,0.351547,cluster3
5661,6,3,83,3,0.092301,86.126.67.254,0.918408,0.997221,0,0.558985,58576,0.892714,root,0,0,1,0.093379,Romania,Ictar,0.600786,0.466102,0.986924,0.476026,0.944909,0.40831,cluster0
5662,6,3,83,3,0.092335,116.31.116.5,0.00199,0.796956,0.146798,0.025386,46514,0.705599,root,0,0,1,0.093379,China,Shenzhen,0.281502,0.131181,0.243508,0.117732,0.25498,0.688876,cluster0
5663,6,3,83,3,0.092341,116.31.116.5,0.00199,0.796956,0.146798,0.025386,46514,0.705599,root,0,0,1,0.093379,China,Shenzhen,0.281502,0.131181,0.243508,0.117732,0.25498,0.688876,cluster0
5664,6,3,83,3,0.092379,86.126.67.228,0.793532,0.99245,0,0.599801,55840,0.850271,root,0,0,1,0.093379,Romania,Ictar,0.600786,0.466102,0.986924,0.476026,0.944909,0.40831,cluster0
